facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Kimaya Dispensary,20439,Dispensaries and clinic-out patient only,Public,,,BOMET,Operating
Tilangok Dispensary,20438,Dispensaries and clinic-out patient only,Public,,,BOMET,Operating
Chemasusu Dispensary,20436,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Sinonin Dispensary (Koibatek),20435,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Saos Dispensary,20434,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Muserechi  Dispensary,20433,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Wara,20427,Dispensaries and clinic-out patient only,Public,,,WAJIR,Operating
Relief Medical Clinic,20426,Dispensaries and clinic-out patient only,Private,,,SIAYA,Operating
Ndooni Dispensary,20411,Dispensaries and clinic-out patient only,Public,,,KITUI,Operating
International Medical Corps Tekelza DiCE Kisii,20408,Dispensaries and clinic-out patient only,Public,,,KISII,Operating
Neema Clinic,20407,Dispensaries and clinic-out patient only,Private,-1.22721,36.885108,BARINGO,Operating
Lina Medical Services,20406,Dispensaries and clinic-out patient only,Public,,,NAIROBI,Operating
AAR Health Care,20405,Basic primary health care facility,Private,,,NAIROBI,Operating
Support For Addiction Prevention & Treatment In Africa,20402,Dispensaries and clinic-out patient only,Public,,,NAIROBI,Operating
Mutati Community Dispensary,20401,Dispensaries and clinic-out patient only,Public,,,KIAMBU,Operating
Florensis Kenya LTD Medical Clinic(Naivasha),20399,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Umbrella Health Clinic,20398,Dispensaries and clinic-out patient only,Private,,,KISUMU,Operating
Dr.K.Gicheru(Upper Hill Centre),20397,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Dr.P.W.Kamau&Associates(Upper Hill Medical Centre),20396,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
South Ngariama Dispensary,20395,Dispensaries and clinic-out patient only,Public,,,KIRINYAGA,Operating
Dr.Henry Wellington Alube (landmark plaza),20394,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Dr.Charles.J.R.Opondo (landmark plaza),20393,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Kambini Dispensary,20392,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Kernan Medical Clinic,20389,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
Wankam Medical clinic,20387,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
SOS Children Medical Clinic,20386,Dispensaries and clinic-out patient only,Private,,,KISUMU,Operating
Lwala Nyarago Dispensary,20385,Dispensaries and clinic-out patient only,Public,,,MIGORI,Operating
LELA Dispensary,20384,Dispensaries and clinic-out patient only,Public,,,MIGORI,Operating
Radiant Group of Hospital (Kiambu),20383,Primary care hospitals,Private,,,KIAMBU,Operating
Bay Leaf Health Center,20382,Basic primary health care facility,Private,,,MOMBASA,Operating
LIFOG Medical Clinic,20381,Dispensaries and clinic-out patient only,Private,,,MOMBASA,Operating
Afya Health System Hospital,20380,Primary care hospitals,Private,,,HOMA BAY,Operating
Malongo Dispensary,20379,Dispensaries and clinic-out patient only,Public,,,HOMA BAY,Operating
Dago Jonyo Dispensary,20377,Dispensaries and clinic-out patient only,Public,,,KISUMU,Operating
ICRH-DROP-IN-CENTRE Ukunda,20376,VCT,Public,,,KWALE,Operating
Mt. Pleasant  Medical Clinic,20373,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
Illasit Dispensary,20372,Dispensaries and clinic-out patient only,Public,,,KAJIADO,Operating
Kenya Police Staff College Clinic,20371,Dispensaries and clinic-out patient only,Academic,,,NAIROBI,Operating
CMIA Grace Children's Centre Dispensary,20369,Dispensaries and clinic-out patient only,Christian Health Association o,,,NAIROBI,Operating
Kongelai Dispensary,20368,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Paraywa Dispensary,20367,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Chepnyal GOK Dispensary,20366,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Kalemrekai Dispensary,20365,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Ringa Dispensary,20364,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,HOMA BAY,Operating
Takaywa Dispensary,20362,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Maximum medical centre,20360,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Garissa Children Hospital,20359,Dispensaries and clinic-out patient only,Private,,,GARISSA,Operating
Kalemung'orok Dispensary,20356,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Kasaka,20353,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Kasha Dispensary,20352,Dispensaries and clinic-out patient only,Public,,,GARISSA,Operating
Equity Medical Clinic Embulbul,20351,Dispensaries and clinic-out patient only,Private,,,KAJIADO,Operating
Ufalme Medical Centre,20350,Dispensaries and clinic-out patient only,Private,,,KAJIADO,Operating
Ndumbini Dispensary,20349,Dispensaries and clinic-out patient only,Public,,,THARAKA-NITHI,Operating
Lewa's Family Nursing Home,20348,Dispensaries and clinic-out patient only,Private,,,KILIFI,Operating
Kome Dispensary,20347,Dispensaries and clinic-out patient only,Public,,,MIGORI,Operating
AAR Adams Health Centre,20346,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Kijana Heri Medical Clinic,20345,Dispensaries and clinic-out patient only,Private,,,KILIFI,Operating
Karimboni Dispensary,20344,Dispensaries and clinic-out patient only,Public,,,KILIFI,Operating
Nakuru Heart Centre,20343,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Mutomo Medical Services,20341,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
KTTID Dispensary,20340,Dispensaries and clinic-out patient only,Public,,,NAIROBI,Operating
Uturini Community Dispensary,20338,Dispensaries and clinic-out patient only,Public,,,THARAKA-NITHI,Operating
Yago Community Dispensary,20334,Dispensaries and clinic-out patient only,Public,,,KISUMU,Operating
Nyamwetureko,20333,Dispensaries and clinic-out patient only,Public,,,UASIN GISHU,Operating
Milenye Dispensary,20332,Dispensaries and clinic-out patient only,Public,,,KISUMU,Operating
Ramula Dispensary,20331,Dispensaries and clinic-out patient only,Public,,,KISUMU,Operating
Cheptiangwa Dispensary,20329,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Chemotong Dispensary,20328,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Cheptya Dispensary,20327,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Kibera CFW Clinic,20325,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
kitende Dispensary,20324,Dispensaries and clinic-out patient only,Public,,,MAKUENI,Operating
Bungoma West Medical Services,20323,Basic primary health care facility,Private,,,BUNGOMA,Operating
Tabani Dispensary,20322,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Onoch Dispensary,20317,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Nyang'aita Dispensary,20315,Dispensaries and clinic-out patient only,Public,,,WEST POKOT,Operating
Star of the Sea Health Clinic,20314,Dispensaries and clinic-out patient only,Private,,,KAJIADO,Operating
Zombe medical clinic,20313,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
Bore Singwaya Dispensary,20309,Dispensaries and clinic-out patient only,Public,,,KILIFI,Operating
Shomella Dispensary,20307,Dispensaries and clinic-out patient only,Public,,,KILIFI,Operating
Selma medical clinic,20304,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Kenya Institute of Special Education Dispensary,20303,Dispensaries and clinic-out patient only,Academic,,,NAIROBI,Operating
PJ Dave Company Clinic,20302,Dispensaries and clinic-out patient only,Company Medical Service,,,KAJIADO,Operating
Seniors Medical Services,20301,Basic primary health care facility,Private,,,KAJIADO,Operating
Mshongoleni Community Dispensary,20300,Dispensaries and clinic-out patient only,Public,,,KILIFI,Operating
Kimeswon Health Centre,20299,Basic primary health care facility,Public,,,NAKURU,Operating
Nzikani community centre,20298,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
Ngura Medical Clinic,20297,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
The Great Lakes Medical Centre,20295,Dispensaries and clinic-out patient only,Private,,,VIHIGA,Operating
St. Tresa's Medical Clinic,20288,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Joseph Memorial Medical Centre,20287,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Glory Medical Clinic (Gilgil),20286,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Lwanda kobita,20285,Dispensaries and clinic-out patient only,Public,,,SIAYA,Operating
Kenlands Health Services,20282,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Sinai clinic,20279,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
Rehoboth Maternity and Nursing Home(Mwingi Central),20278,Basic primary health care facility,Private,,,KITUI,Operating
Nuu Medical Clinic,20277,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
Maria Medical Clinic And Diadetic centre(Saika),20276,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Jeluto Medical Clinic,20274,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
Kiaora Farm Dispensary,20272,Dispensaries and clinic-out patient only,Company Medical Service,,,KIAMBU,Operating
Mbuvo Health Centre,20271,Basic primary health care facility,Public,,,MAKUENI,Operating
Yinthungu Dispensary,20270,Dispensaries and clinic-out patient only,Public,,,MAKUENI,Operating
Manza dispensary,20269,Dispensaries and clinic-out patient only,Public,,,MAKUENI,Operating
Nairobi East Hospital Ltd,20264,Basic primary health care facility,Private,,,NAIROBI,Operating
Providence Medical Centre,20263,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
ST Francis dispensary,20262,Dispensaries and clinic-out patient only,Faith-Based,,,MACHAKOS,Operating
Baraka Medical Clinic (Mbitini),20260,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
Gibea Medical Centre,20259,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Agha Khan University Hospital (Kikuyu Medical Centre),20254,Primary care hospitals,Private,-1.245579,36.662461,KIAMBU,Operating
Thogoto Medical clinic,20253,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
Wanemed Medical Clinic,20252,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
Aliki Medical Centre,20249,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
St.Paul Clinic,20248,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
Kemakoba Dispensary,20247,Dispensaries and clinic-out patient only,Public,,,MIGORI,Operating
Sulwe Dispensary,20246,Dispensaries and clinic-out patient only,Public,,,BUNGOMA,Operating
Port Florence (Ndhiwa),20243,Dispensaries and clinic-out patient only,Private,,,HOMA BAY,Operating
Unga Dispensary,20242,Dispensaries and clinic-out patient only,Public,,,HOMA BAY,Operating
Kobodo Dispensary,20241,Dispensaries and clinic-out patient only,Public,,,HOMA BAY,Operating
Cherwa Dispensary,20240,Dispensaries and clinic-out patient only,Public,,,KISUMU,Operating
Hope and Health Medical Services,20239,Dispensaries and clinic-out patient only,Private,,,KIAMBU,Operating
Roadway Medical Clinic,20238,Dispensaries and clinic-out patient only,Private,,,UASIN GISHU,Operating
Mzee Paurana Community Medical Clinic,20237,Dispensaries and clinic-out patient only,Private,,,KILIFI,Operating
Aga Khan Clinic (Eastleigh),20236,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Sam-link medical centre,20235,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Drugnet Medical centre,20234,Dispensaries and clinic-out patient only,Private,,,NAIROBI,Operating
Blue Cross Medical Clicnic,20233,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Mercy Clinic,20232,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
