facility_name,facility_code,facility_type,latitude,longitude,admin1,status,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Kapcherop Health Centre,14695,Regional Blood Transfusion Centre,1.048755,35.324144,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Cheptongei Health Centre,14373,Comprehensive Health Centre,0.940888,35.5163,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Arror Health Centre,14216,Comprehensive Health Centre,0.95125,35.62007,Elgeyo Marakwet,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapsowar Dispensary,14768,Dispensary,0.975809,35.562547,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jemunada Dispensary,14595,Dispensary,0.947922,35.4459,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapsait Dispensary,14750,Dispensary,1.135096,35.363884,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamoi Dispensary,14675,Dispensary,1.08498,35.25368,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Anin Dispensary,14206,Dispensary,0.685766,35.529289,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapchelal Health Centre,14692,Basic Health Centre,0.82903,35.55397,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapteren Health Centre,14781,Basic Health Centre,0.56239,35.47861,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ketigoi Dispensary,21079,Dispensary,0.24287,35.61415,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Iten County Referral Hospital,14586,Secondary care hospitals,0.67587,35.50677,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Msekekwa Health Centre,15238,Basic Health Centre,0.75823,35.51188,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kipsoen Dispensary,17283,Dispensary,0.6333346,35.4865796,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Katalel Dispensary,29028,Dispensary,0.647186,35.490049,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Songeto Dispensary,15610,Dispensary,0.59368,35.55594,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chegilet Health Centre,14306,Basic Health Centre,0.82536,35.60051,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibendo  Health Centre,14849,Basic Health Centre,0.73895,35.54579,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tambach Sub-County Hospital,15703,Primary care hospitals,0.59529,35.52226,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sergoit Health Centre (Keiyo),15554,Basic Health Centre,0.67551,35.4435,Elgeyo Marakwet,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapkoi Health Centre,14721,Basic Health Centre,0.52599736,35.4971906,Elgeyo Marakwet,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiranga Medical Services Limited,34634,Medical Clinic,-0.915228,37.034099,Muranga,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marastar Medical Centre,NA,Medical Center,-1.41138,35.58982,Narok,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sheeba Obygyne Care Centre,34639,Medical Clinic,-1.139692,36.955277,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kodiaga Prison Health Centre,13709,Basic Health Centre,-0.06211,34.70884,Kisumu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kombewa County  Hospital,13714,Medical Center,-0.10345,34.51792,Kisumu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
United Souls Health Care LTD,34603,Medical Center,-1.102705,34.396987,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nayakutan (AGC) Dispensary,34612,Dispensary,3.129788,35.489016,Turkana,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Enchepai Medical Centre,34604,Medical Clinic,-0.0807762,34.7450599,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
EYAT LIONS HOSPITAL,34625,Medical Clinic,0.60893,34.77012,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Masii Level 4 Hospital,12475,Primary care hospitals,-1.45799,37.43915,Machakos,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ebenezer Mazola Medical Clinic,33615,Nutrition and Dietetics,-4.077979,39.318806,Kwale,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marere Medical Centre Kinango,24250,Medical Center,-4.1376635,39.318903,Kwale,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Santiro Medical Center,32130,Medical Center,-0.177998,35.265115,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kathingithu Dispensary,34591,Dispensary,-0.23558,37.803429,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Naivasha Sub County Refferal  Hospital,15280,Primary care hospitals,-0.70909,36.449823,Nakuru,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kelsa Family Clinic,32167,Medical Center,-0.57183,35.60729,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Revive Ortho and Spine Centre Limited,34597,Medical Center,-1.263158,36.815729,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kurer Dispensary,34592,Dispensary,2.433514,35.045081,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St.Annes'S Mission Dispensary,32823,Dispensary,2.00352,35.0895,West Pokot,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Olasi Dispensary(Nyatike),13975,Dispensary,-1.0761,34.2091,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dede Sub County Hospital,13532,Primary care hospitals,-0.81437,34.5331,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Climaxxcare medical center,33927,Nutrition and Dietetics,-1.67794,37.92246,Kitui,Closed,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Merit Healthcare Centre,32845,Medical Center,-1.2111352,36.779447,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lotam Care Medical Clinic,34329,Medical Clinic,-1.251817,36.665617,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Curepark Modern Hospital Limited,24367,Farewell Home,-1.212806666,36.958775,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Arnex Medicentre Keroka,34589,Medical Clinic,-0.7701,34.96101,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St.Peris Medical Clinic(Matungulu),34461,Medical Clinic,-1.285101,37.194399,Machakos,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Denifa Medical Centre,34573,Medical Clinic,-0.8623972,34.8173139,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Adiel Medicare Centre Ltd,33552,Medical Center,-0.812457,35.02355,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Siaya Medical Centre,14081,Primary care hospitals,0.06702,34.287350000000004,Siaya,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyabondo Center  For The Disabled,18867,Primary care hospitals,-0.38172,34.97882,Kisumu,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Benga  Dispensary,16786,Dispensary,0.09518,34.11491,Siaya,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jenis Medical Clinic,NA,Medical Center,-1.20112,36.72534,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Jude Thaddeus Medical Centre Kamungei Limited,19672,Basic Health Centre,1.00336,34.9189,Trans Nzoia,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Seed of Hope Dispensary,15536,Dispensary,1.0584433,34.963213,Trans Nzoia,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kong'Asis Medical Clinic,33656,Dispensary,1.07852,34.857067,Trans Nzoia,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rafiki Health Centre,22624,Comprehensive Health Centre,1.002483,34.995727,Trans Nzoia,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Primacare Community Medical Centre,23784,Medical Center,1.147105,34.9021617,Trans Nzoia,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jamii Planet Medical Clinic,34561,Medical Center,-0.60481,37.24171,Kirinyaga,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Great Batian Opical and Eye Clinic,34555,Medical Clinic,-0.720147,37.156041,Muranga,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Regina Mateka Medicals,34621,Medical Clinic,0.536114,34.497406,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Garoni Medical Center,34553,Nutrition and Dietetics,-0.76349,35.01486,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Manga Scheme Community Hospital,34554,Medical Center,-0.80903,35.04953,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njeruri Dispensary,17367,Dispensary,-0.39042,37.56854,Embu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tembea Medical Center,34593,Medical Clinic,-1.1396923,36.955278,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibung'A Sub County Hospital,23887,Primary care hospitals,-0.112898,37.9745478,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Miomponi,26367,Dispensary,-0.00156,37.89434,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Emaqure Medical Centre,34581,Medical Clinic,-1.361101,36.942722,Machakos,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rayna medical center,34517,Medical Clinic,-0.796541,35.467148,Bomet,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Quimsmed Medical Centre,34585,Medical Clinic,-1.4587721,36.985021,Machakos,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kaesogoletom Dispensary,21350,Dispensary,3.34343,35.28533,Turkana,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rosecliff Medical Center,34578,Medical Center,-0.999242,34.098387,Migori,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Eurosmile Dental Services,34575,Dental Clinic,-1.38585,36.75432,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Aspenview Hospital Limited,34577,Nursing and Maternity Home,-0.9868817,36.9564043,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pangani Cottage Hospital LTD,34629,Medical Center,-1.2669423,36.8420694,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Barnabas Highway Medical Centre,34172,Medical Center,-0.42815,35.69058,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Estar Memorial Medical Centre,34559,Medical Clinic,-0.85253,37.002297,Muranga,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jiropa Medical Clinic,34576,Medical Clinic,-1.397306,36.754998,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nelcare Medical Centre Limited,34579,Medical Clinic,-1.394677,36.76508,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
El-Naaz Medical Centre Limited,34598,Nutrition and Dietetics,-0.435429,39.661718,Garissa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bamasa Medical Centre,34594,Medical Clinic,-1.31444,36.88806,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Josiah Mission Hospital,34595,Medical Center,-1.316429,36.888515,Nairobi,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Whiteline Medical Center,NA,Medical Center,0.12394,34.73454,Vihiga,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bella Gracepoint Medical Centre Limited,34620,"Rehab. Center - Physiotherapy, Orthopaedic \u0026 Occupational Therapy",0.81483,35.06273,Kakamega,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
New Life Home Trust Clinic,34606,Medical Clinic,-0.11709777,34.7406111,Kisumu,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Soanza Health Care Limited,34619,Medical Clinic,0.83006,35.09018,Kakamega,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Children Future Foundation-Rotary Health Clinic,34618,Medical Clinic,-1.813242,36.05799,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Aletra Medical Center,NA,Medical Clinic,0.332559,37.575953,Isiolo,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kavisuni Orthopedic and General Clinic,34626,Medical Clinic,-1.67631,37.922596,Kitui,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ramed Medical Centre,34584,Medical Clinic,-1.396918,36.765484,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Quick Safe Medical Clinic,34574,Medical Clinic,-1.395019,36.76529,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ithuri Healthcare clinic limited,34551,Medical Clinic,-0.20866,35.93206,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ogilgei Medical Clinic,34550,Medical Clinic,-0.1744048,35.8630278,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
GHC-E,NA,Medical Center,-1.6483267,36.8818767,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Shifah Hospital and Dialysis Centre- Annex Limited,34560,Medical Center,1.00532,35.00027,Trans Nzoia,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Naretisho Medical Health Clinic,34615,Nutrition and Dietetics,-2.253328,36.41354,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Harvest Community Hospital LTD,34602,Medical Clinic,-1.166317,37.121984,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Perlice Medical Clinic,34547,Medical Clinic,-2.3292379,40.4717705,Lamu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
The Hearl Hospital Limited,34541,Medical Clinic,-0.364393,34.6150883,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-000171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
