facility_name,facility_code,facility_type,latitude,longitude,admin1,status,country,ownership,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Nkhomboli,RU141199,Health Post,-10.775985,34.039194,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkholongo,MZ161200,Health Centre,-11.3901,33.98514,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Banja la mtsogolo,NK101201,Clinic,-12.92429,34.28346,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhotakota,NK101202,District Hospital,-12.92508,34.27939,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhulambe,PH221203,Health Centre,-15.85977618,35.751342,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhunga,NK101204,Health Centre,-12.48023,34.10842,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Khuyukuyu,MZ161205,Health Centre,-11.22183,33.91461,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhwazi,MC011206,Health Centre,-13.92369,33.22672,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkombedzi Health Centre,CK271207,Health Centre,-16.47944,34.72431,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkope,MG201208,Health Centre,-14.211004,35.032449,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkula,NE291209,Clinic,-15.52193,34.82512,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkumaniza,CK271210,Health Centre,-16.47944,34.72431,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkuriza,KU071211,Clinic,-12.92741,33.79628,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsabwe Health Centre,TH311212,Health Post,-16.043512,34.952745,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsaru,LL041213,Health Centre,-13.8855,33.5043,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsambe health centre,NE291214,Health Centre,-15.26135,34.6135,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mission,MC191215,Health Centre,-14.99491,35.49477,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsanje,NS301216,District Hospital,-16.91794,35.26001,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsanje Private Clinic,NS301217,Clinic,-16.93,35.26,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsipe,NT121218,Health Centre,-14.86434,34.75233,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsiyaludzu,NT121219,Health Centre,-14.93648,34.87425,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsomo,CK271220,Health Post,-16.036946,34.72376,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nsuwadzi,MU211221,Dispensary,-16.084325,35.677584,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntaja,MC191222,Health Centre,-14.86828,35.52911,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mtakataka,DE031223,Health Centre,-14.22581,34.51119,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntata Anthony Clinic,ZA231224,Clinic,-15.38929,35.32056,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntcheu District Hospital,NT121225,District Hospital,-14.817077,34.6382088,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntchisi,NT081226,District Hospital,-13.36345,33.91061,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntepa,KU071227,Health Centre,-12.62202,33.32681,Central East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nthalire,CP061228,Health Centre,-10.34894,33.64394,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nthenje,RU141229,Health Centre,-10.91788,33.98786,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nthondo,NT081231,Health Centre,-13.24723,34.00699,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nthondo,LL041232,Health Centre,-14.03153,33.44849,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
NTHONDO HEALTH POST,CK271233,Health Post,-16.86,35.16,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ntholowa,MC191234,Health Centre,-14.99492,35.57325,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nthungwa,KB051235,Health Centre,-11.66014,33.80046,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyambadwe,BT241237,Hospital,-15.77139,35.02323,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyambi,MC191238,Health Centre,-14.68999,35.57257,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyambisoni,CK271239,Clinic,-16.460228,34.892456,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyamithuthu,NS301240,Health Centre,-16.68213,35.19821,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyamvuu,NK101241,Clinic,-12.47912,34.13604,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyangulu clinic,LL041242,Clinic,-14.00717,33.78419,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyanja,LL041243,Health Post,-14.138646,33.942874,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyanyala  under 5 clinic,BK171244,Clinic,-15.189789,34.921519,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyoka,MC011245,Clinic,-13.699629,32.906609,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyungwe,KA151246,Health Centre,-10.28546,34.10851,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ofesi,KU071247,Health Centre,-12.77939,33.54904,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Old Hospital,KA151248,Dispensary,-9.932075,33.940017,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Our lady,MC011250,Hospital,-13.56199,33.17369,Centrals West Zone,Non-functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Padley PIO,MZ161251,Health Centre,-11.4999552,33.9428955,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Parachute Battalion,SA091253,Dispensary,-13.74314,34.58826,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Partners,LL041255,Clinic,-14.02341,33.78783,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Partners,LL041256,Dispensary,-14.02341,33.78783,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Partners Private Clinic,DE031257,Clinic,-14.395257,34.336701,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilitseni,NT121258,Clinic,-14.81517,34.64374,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pende,CK271259,Health Post,-16.485763,34.820457,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Joshua Clinic,BT241260,Health Centre,-15.81,34.96,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Perekamoyo,MG201261,Dispensary,-14.08575,34.91427,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Machanza,NT121262,Clinic,-14.65035,34.56074,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phalombe,PH221263,Health Centre,-15.80677,35.64918,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phalula,BK171264,Health Centre,-15.22557,34.89322,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phanga,NT121265,Dispensary,-14.34498,34.72016,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phanga,KU071266,Clinic,-13.21163,33.50302,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Private,NK101267,Clinic,-12.23777,33.996066,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phimbi,BK171269,Health Centre,-15.25075,35.10716,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phiri,KU071270,Clinic,-13.4379,33.38416,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phirilanjuzi,LL041271,Health Post,-14.153696,33.575306,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Damu,MG201272,Health Centre,-14.5880382,34.8985585,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phokera,NS301274,Health Centre,-16.62831,35.15663,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tanyaze,DE031275,Clinic,-14.30778,34.08123,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phuno,RU141276,Health Post,-11.027859,34.074571,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phwazi,MU211277,Clinic,-16.01792,35.68294,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pwezi Clinic,RU141278,Clinic,-10.88762,34.04446,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Evangelical,BT241279,Clinic,-15.89,35.07,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PIM,CR261281,Health Centre,-15.7530736,35.1922365,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pirimiti,ZA231282,Health Centre,-15.48302,35.45048,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pitala,MC011283,Clinic,-13.549752,33.025904,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Police,ZA231284,Hospital,-15.39112,35.32685,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Portland Cement Clinic,BT241285,Clinic,-15.79,35.03,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pothawira,SA091286,Health Centre,-13.787595,34.485217,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
praise,NK101287,Clinic,-13.126145,34.323687,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
KwaMnthali,BT241288,Clinic,-15.43446578,35.31996884,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Precious Dental and Medical centre,MG201289,Clinic,-14.48,35.26,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PACE CLINIC,BT241290,Clinic,-15.67511836,35.02571499,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Puteni,TH311291,Health Post,-16.043512,34.952745,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
PVHO Private Clinic,BT241292,Clinic,-15.78605,35.01818,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Queen Elizabeth Central Hospital,BT241293,Central Hospital,-15.80214,35.021,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rafiki,MZ161294,Clinic,-11.894184600000001,33.5843197,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Raha,KB051295,Clinic,-11.61228,34.26874,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Raiply,MZ161296,Dispensary,-11.91644,33.75598,North Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rapha Pvt Clinic,BT241297,Clinic,-15.79,35.08,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Reserve Bank of Malawi,LL041298,Dispensary,-13.96335,33.78926,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rhema,ZA231299,Clinic,-15.398069,35.324604,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ruarwe dispensary,KB051300,Dispensary,-11.11377,34.23093,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Banja La Mtsogolo,RU141301,Clinic,-11.02279,33.85523,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rumphi,RU141302,District Hospital,-11.01993,33.85422,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ruo,MU211303,Clinic,-16.08964,35.66507,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sadzi,ZA231305,Health Centre,-15.40882,35.31969,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Albino,MU211306,Clinic,-16.07894,35.73156,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
DREAM Saint Egidio,BT241307,Clinic,-15.8366432,34.99651928,South East Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Salamba,MU211308,Health Post,-16.1079577,35.4626325,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Admarc,SA091309,Dispensary,-13.78623,34.46243,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SASO,SA091310,Dispensary,-13.77165,34.44055,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
BLM,SA091311,Clinic,-13.77042,34.43792,Central East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
District hospital,SA091312,District Hospital,-13.76214,34.42199,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Samu,TH311313,Health Centre,-16.13981,35.09852,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sambakusi,NT081314,Health Post,-13.349658,33.983158,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
sambankhanga health centre,TH311315,Clinic,-15.981874,35.225924,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
sandama,TH311316,Clinic,-16.207048,35.295703,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sangiro,KA151317,Health Centre,-10.51609,34.21346,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
