facility_code,facility_name,zone,admin1,admin2,council,ward,village,facility_type,ownership_detail,status,latitude,longitude,year,strata,catchment_population,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
113837-9,MASANYINTA,Southern Highlands Zone,Songwe,Momba,Momba DC,Mpapa,Masanyinta,Dispensary,LGA,Operating,-8.489,32.3011,2019,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-11-09,2019,TZA-007948,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112176-3,IPUMPILA,Southern Highlands Zone,Songwe,Momba,Momba DC,Ndalambo,Ipumpila,Dispensary,LGA,Operating,-9.104452,32.414405,2018,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-08-06,2018,TZA-007949,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122252-0,MKULWE GOVT,Southern Highlands Zone,Songwe,Momba,Momba DC,Mkulwe,Mkulwe,Health Center,LGA,Operating,-8.53731,32.31757,2024,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-07-01,2024,TZA-007950,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112174-8,KAONGA,Southern Highlands Zone,Songwe,Momba,Momba DC,Chilulumo,Kaonga,Dispensary,LGA,Operating,-8.68779,32.37329,2018,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-08-05,2018,TZA-007951,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120534-3,MSUNGWE',Southern Highlands Zone,Songwe,Momba,Momba DC,Kapele,Msungwe,Dispensary,LGA,Operating,-8.714931,32.41439,2021,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-05-06,2021,TZA-007952,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105148-1,MKUTANO,Southern Highlands Zone,Songwe,Momba,Momba DC,Nzoka,Mkutano,Dispensary,LGA,Operating,-8.706625,32.169916,2003,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2003-04-05,2003,TZA-007953,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101640-1,IKANA,Southern Highlands Zone,Songwe,Momba,Momba DC,Ikana,Ikana,Dispensary,LGA,Operating,-8.987247,32.413583,2014,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-01-02,2014,TZA-007954,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121480-8,CHOLE,Southern Highlands Zone,Songwe,Momba,Momba DC,Mkomba,Chole,Dispensary,LGA,Operating,-8.71493,32.10475,2021,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-07-27,2021,TZA-007955,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108883-0,NKANGAMO,Southern Highlands Zone,Songwe,Momba,Momba DC,Nkangamo,Nkangamo,Dispensary,LGA,Operating,-9.245507,32.623158,2003,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2003-05-07,2003,TZA-007956,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109212-1,MKULWE,Southern Highlands Zone,Songwe,Momba,Momba DC,Mkulwe,Mkulwe,Health Center,Faith Based Organization (FBO),Operating,-8.584097,32.31643,1970,Moderate,251515,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007957,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109893-8,USOCHE,Southern Highlands Zone,Songwe,Momba,Momba DC,Kamsamba,Usoche,Dispensary,LGA,Operating,-8.458861,32.290069,2015,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-05-04,2015,TZA-007958,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102038-7,IYENDWE,Southern Highlands Zone,Songwe,Momba,Momba DC,Kapele,Iyendwe,Dispensary,Faith Based Organization (FBO),Operating,-8.997106,32.201764,1996,Moderate,251515,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1996-09-11,1996,TZA-007959,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109892-0,TONTELA,Southern Highlands Zone,Songwe,Momba,Momba DC,Chilulumo,Tontela,Dispensary,LGA,Operating,-8.680803,32.38723,2015,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-11-03,2015,TZA-007960,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104759-6,MFUTO,Southern Highlands Zone,Songwe,Momba,Momba DC,Miyunga,Mfuto,Dispensary,LGA,Operating,-8.798999,32.33388,1970,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007961,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108876-4,IVUNA,Southern Highlands Zone,Songwe,Momba,Momba DC,Ivuna,Ivuna,Dispensary,LGA,Operating,-8.440311,32.528315,1952,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1952-12-09,1952,TZA-007962,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105347-9,MPAPA,Southern Highlands Zone,Songwe,Momba,Momba DC,Mpapa,Mpapa,Dispensary,LGA,Operating,-8.40478,32.3735,2005,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2005-02-20,2005,TZA-007963,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108865-7,KAPELE,Southern Highlands Zone,Songwe,Momba,Momba DC,Kapele,Kapele,Dispensary,LGA,Operating,-9.068834,32.182498,1970,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007964,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108874-9,NTUNGWA,Southern Highlands Zone,Songwe,Momba,Momba DC,Ivuna,Ntungwa,Dispensary,LGA,Operating,-8.597743,32.475913,1997,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-08-29,1997,TZA-007965,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120695-2,MSANGANO,Southern Highlands Zone,Songwe,Momba,Momba DC,Msangano,Msangano,Health Center,LGA,Operating,-8.94941,32.58733,2023,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-12-31,2023,TZA-007966,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102406-6,KASANU,Southern Highlands Zone,Songwe,Momba,Momba DC,Mpapa,Kasanu,Dispensary,LGA,Operating,-8.369221,32.362852,2016,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-10-08,2016,TZA-007967,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
106130-8,NAMCHINKA,Southern Highlands Zone,Songwe,Momba,Momba DC,Kapele,Namchinka,Dispensary,LGA,Operating,-9.03083,32.1524,2014,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-04-15,2014,TZA-007968,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
106843-6,NYENJELE,Southern Highlands Zone,Songwe,Momba,Momba DC,Ikana,Nyenjele,Dispensary,LGA,Operating,-8.94449,32.3725,2014,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-01-01,2014,TZA-007969,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108742-8,CHIWANDA,Southern Highlands Zone,Songwe,Momba,Momba DC,Nkangamo,Chiwanda,Dispensary,Faith Based Organization (FBO),Operating,-9.174886,32.562052,1997,Moderate,251515,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-06-09,1997,TZA-007970,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109894-6,SAMANG'OMBE,Southern Highlands Zone,Songwe,Momba,Momba DC,Ivuna,Samang'ombe,Dispensary,LGA,Operating,-8.355767,32.482798,2016,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-12-09,2016,TZA-007971,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100823-4,CHINDI,Southern Highlands Zone,Songwe,Momba,Momba DC,Msangano,Chindi,Dispensary,LGA,Operating,-9.035278,32.578694,2013,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2013-02-14,2013,TZA-007972,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108877-2,NDALAMBO,Southern Highlands Zone,Songwe,Momba,Momba DC,Ndalambo,Ndalambo,Health Center,LGA,Operating,-9.091417,32.497462,1988,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1988-05-03,1988,TZA-007973,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109717-9,KASINDE,Southern Highlands Zone,Songwe,Momba,Momba DC,Kapele,Kashinde,Dispensary,LGA,Operating,-8.931355,32.13484,2015,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-10-02,2015,TZA-007976,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100815-0,CHILULUMO,Southern Highlands Zone,Songwe,Momba,Momba DC,Chilulumo,Chilulumo,Dispensary,LGA,Operating,-8.647669,32.361387,1970,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007977,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108733-7,NZOKA,Southern Highlands Zone,Songwe,Momba,Momba DC,Nzoka,Nzoka,Dispensary,LGA,Operating,-8.769121,32.204679,2013,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2013-02-21,2013,TZA-007979,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111896-7,MNYUZI,Southern Highlands Zone,Songwe,Momba,Momba DC,Msangano,Mnyuzi,Dispensary,LGA,Operating,-8.95723,32.5477,2012,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-04-03,2012,TZA-007980,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121386-7,ITUMBULA,Southern Highlands Zone,Songwe,Momba,Momba DC,Ivuna,Itumbula,Dispensary,LGA,Operating,-8.45104,32.47979,2022,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-10-26,2022,TZA-007981,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100893-7,CHUO,Southern Highlands Zone,Songwe,Momba,Momba DC,Mkulwe,Chuo,Dispensary,LGA,Operating,-8.636802,32.305764,1989,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1989-01-01,1989,TZA-007982,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100840-8,CHIPUMPU,Southern Highlands Zone,Songwe,Momba,Momba DC,Kapele,Chipumpu,Dispensary,LGA,Operating,-9.119999,32.26966,2013,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2013-01-01,2013,TZA-007983,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105016-0,MYUNGA,Southern Highlands Zone,Songwe,Momba,Momba DC,Miyunga,Miyunga,Dispensary,LGA,Operating,-8.8426,32.278627,1973,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1973-01-03,1973,TZA-007984,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105435-2,MSANGANO,Southern Highlands Zone,Songwe,Momba,Momba DC,Msangano,Msangano,Dispensary,LGA,Operating,-8.956732,32.569871,1983,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1983-09-03,1983,TZA-007985,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111710-0,MPUI,Southern Highlands Zone,Songwe,Momba,Momba DC,Miyunga,Mpui,Dispensary,LGA,Operating,-8.88305,32.31221,2022,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-12-07,2022,TZA-007986,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105095-4,MKOMBA,Southern Highlands Zone,Songwe,Momba,Momba DC,Mkomba,Mkomba,Dispensary,LGA,Operating,-8.501136,32.566147,1970,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007987,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122359-3,SENGA,Southern Highlands Zone,Songwe,Momba,Momba DC,Kamsamba,Senga,Dispensary,LGA,Operating,-8.33802,32.36244,2024,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-01-30,2024,TZA-007988,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110357-1,NAMTAMBALALA,Southern Highlands Zone,Songwe,Momba,Momba DC,Nzoka,Namtambalala,Dispensary,LGA,Operating,-8.759517,32.199228,2014,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-02-26,2014,TZA-007989,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109891-2,NTINGA,Southern Highlands Zone,Songwe,Momba,Momba DC,Msangano,Ntinga,Dispensary,LGA,Operating,-8.96978,32.58233,2022,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-12-08,2022,TZA-007990,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111685-4,ISANGA,Southern Highlands Zone,Songwe,Momba,Momba DC,Nkangamo,Isanga,Dispensary,LGA,Operating,-9.15975,32.51744,2017,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-11-04,2017,TZA-007991,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122358-5,NAMSINDE I,Southern Highlands Zone,Songwe,Momba,Momba DC,Mkulwe,Namsinde I,Dispensary,LGA,Operating,-8.56904,32.32443,2021,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-05-16,2021,TZA-007992,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105510-2,MSWAKINI,Northern Zone,Arusha,Monduli,Monduli DC,Mswakini,Mswakini Chini,Dispensary,LGA,Operating,-3.63491,36.01191,2014,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-03-09,2014,TZA-007993,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
103054-3,KIRURUMO,Northern Zone,Arusha,Monduli,Monduli DC,Majengo,Migombani,Health Center,Faith Based Organization (FBO),Operating,-3.37109,35.84594,2008,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2008-08-08,2008,TZA-007994,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114400-5,ARUSHA MILITARY,Northern Zone,Arusha,Monduli,Monduli DC,Meserani,Meserani Chini,Hospital,Military,Operating,-3.347086,36.459164,2019,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-05-12,2019,TZA-007996,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110728-3,MTO WA MBU MISSION DENMARK,Northern Zone,Arusha,Monduli,Monduli DC,Mto wa Mbu,Barabarani,Dispensary,For Profit,Operating,-3.371942,35.854498,2013,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2013-08-07,2013,TZA-007997,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109570-2,MUNGERE,Northern Zone,Arusha,Monduli,Monduli DC,Esilalei,Losirwa,Dispensary,LGA,Operating,-3.154006,36.025167,2015,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-05-12,2015,TZA-007998,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
103588-0,LOSIMINGORE,Northern Zone,Arusha,Monduli,Monduli DC,Lepurko,Losimingori,Dispensary,LGA,Operating,-3.41787,36.1822,1965,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1965-06-16,1965,TZA-007999,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109455-6,MSWAKINI JUU,Northern Zone,Arusha,Monduli,Monduli DC,Mswakini,Mswakini Juu,Dispensary,LGA,Operating,-3.673006,36.055272,2015,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-08-04,2015,TZA-008000,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109710-4,ZACC,Northern Zone,Arusha,Monduli,Monduli DC,Mto wa Mbu,Barabarani,Dispensary,For Profit,Operating,-3.37109,35.84592,1970,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-008001,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109774-0,TANZANIA CHRISTIAN,Northern Zone,Arusha,Monduli,Monduli DC,Engutoto,Sinon -Ngarash,Dispensary,NGOs,Operating,-3.29202,36.42228,2010,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2010-09-06,2010,TZA-008002,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104152-4,MAKUYUNI,Northern Zone,Arusha,Monduli,Monduli DC,Makuyuni,Makuyuni,Health Center,LGA,Operating,-3.449344,36.196862,2009,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2009-11-08,2009,TZA-008003,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123463-2,LENGORWA,Northern Zone,Arusha,Monduli,Monduli DC,Lemooti,Lengoolwa,Dispensary,LGA,Operating,-3.61836,36.51653,2024,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-01-31,2024,TZA-008004,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122913-7,OLDONYO,Northern Zone,Arusha,Monduli,Monduli DC,Lemooti,Oldonyo,Dispensary,LGA,Operating,-2.97415,36.03888,2023,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-07-01,2023,TZA-008005,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107355-0,SELELA,Northern Zone,Arusha,Monduli,Monduli DC,Selela,Selela,Dispensary,LGA,Operating,-3.211605,35.947715,1980,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1980-10-03,1980,TZA-008006,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122831-1,MLIMANI,Northern Zone,Arusha,Monduli,Monduli DC,Monduli Mjini,Monduli,Dispensary,LGA,Operating,-3.29321,36.44669,2022,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-11-08,2022,TZA-008007,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122914-5,OLDONYOLENGAY,Northern Zone,Arusha,Monduli,Monduli DC,Engaruka,Oldonyolengai,Dispensary,LGA,Operating,-2.97415,36.03887,2023,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-07-24,2023,TZA-008008,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111540-1,FAMILY,Northern Zone,Arusha,Monduli,Monduli DC,Mto wa Mbu,Barabarani,Dispensary,For Profit,Operating,-3.37588,35.88833,2016,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-10-10,2016,TZA-008009,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105288-5,MONDULI JUU,Northern Zone,Arusha,Monduli,Monduli DC,Monduli Juu,Enguiki,Dispensary,LGA,Operating,-3.151125,36.405477,1996,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1996-08-05,1996,TZA-008010,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101112-1,ESILALEI,Northern Zone,Arusha,Monduli,Monduli DC,Esilalei,Esilalei,Dispensary,LGA,Operating,-3.46945,35.97469,2007,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2007-06-13,2007,TZA-008011,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122316-3,MAKUYUNI DPDTC,Northern Zone,Arusha,Monduli,Monduli DC,Makuyuni,Makuyuni,Dispensary,For Profit,Operating,-3.53997,36.10883,2022,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-12-23,2022,TZA-008012,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114067-2,NANJA,Northern Zone,Arusha,Monduli,Monduli DC,Lepurko,Nanja,Dispensary,LGA,Operating,-3.399294,36.268802,2020,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-03-01,2020,TZA-008013,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101100-6,ENGARUKA,Northern Zone,Arusha,Monduli,Monduli DC,Engaruka,Engaruka Juu,Dispensary,LGA,Operating,-2.97415,36.03888,1993,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1993-07-21,1993,TZA-008014,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114068-0,KILIMATINDE,Northern Zone,Arusha,Monduli,Monduli DC,Moita,Kilimatinde,Dispensary,LGA,Operating,-3.56917,36.57113,2020,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-03-02,2020,TZA-008015,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
106923-6,OLTUKAI,Northern Zone,Arusha,Monduli,Monduli DC,Esilalei,Oltukai,Dispensary,LGA,Operating,-3.632373,35.92047,2002,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2002-05-09,2002,TZA-008016,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109440-8,NAFCO,Northern Zone,Arusha,Monduli,Monduli DC,Lolkisale,Nafco,Health Center,LGA,Operating,-3.71916,36.41056,2021,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-11-05,2021,TZA-008017,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107895-5,TUKUSI,Northern Zone,Arusha,Monduli,Monduli DC,Lolkisale,Tukusi,Dispensary,LGA,Operating,-3.67907,36.6055,2015,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-05-22,2015,TZA-008018,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
103574-0,LOLKISALE,Northern Zone,Arusha,Monduli,Monduli DC,Lolkisale,Lolkisale,Dispensary,LGA,Operating,-3.76107,36.42734,1973,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1973-04-15,1973,TZA-008019,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105577-1,MTO WA MBU RC,Northern Zone,Arusha,Monduli,Monduli DC,Majengo,Migombani,Health Center,Faith Based Organization (FBO),Operating,-3.37094,35.86656,1997,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-07-09,1997,TZA-008020,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112004-7,KISUTU,Northern Zone,Arusha,Monduli,Monduli DC,Sepeko,Arkaria,Health Laboratory,For Profit,Operating,-3.37275,35.85608,2014,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-10-28,2014,TZA-008021,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112021-1,DONYONADO,Northern Zone,Arusha,Monduli,Monduli DC,Monduli Juu,Mfereji,Dispensary,LGA,Operating,-3.050036,36.43922,2017,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-07-04,2017,TZA-008022,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
103483-4,LEPURKO,Northern Zone,Arusha,Monduli,Monduli DC,Lepurko,Lepurko,Dispensary,LGA,Operating,-3.21373,36.1356,1968,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1968-01-08,1968,TZA-008023,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104668-9,MBUYUNI,Northern Zone,Arusha,Monduli,Monduli DC,Makuyuni,Mbuyuni,Dispensary,LGA,Operating,-3.449781,36.197312,1978,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1978-01-15,1978,TZA-008024,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120845-3,NAALARAMI,Northern Zone,Arusha,Monduli,Monduli DC,Naalarami,Naalarami,Dispensary,LGA,Operating,-3.61821,36.51545,2023,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-07-24,2023,TZA-008025,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112022-9,MONDULI MJINI,Northern Zone,Arusha,Monduli,Monduli DC,Monduli Mjini,Monduli,Health Center,LGA,Operating,-3.345216,36.425406,1968,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1968-01-01,1968,TZA-008026,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104751-3,MFEREJI,Northern Zone,Arusha,Monduli,Monduli DC,Monduli Juu,Mfereji,Dispensary,LGA,Operating,-3.124104,36.467422,2004,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2004-09-16,2004,TZA-008027,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111538-5,ENGAROOJI,Northern Zone,Arusha,Monduli,Monduli DC,Lepurko,Lepurko,Dispensary,LGA,Operating,-3.249734,36.297962,2009,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2009-07-05,2009,TZA-008028,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105576-3,MTO WA MBU,Northern Zone,Arusha,Monduli,Monduli DC,Esilalei,Losirwa,Health Center,LGA,Operating,-3.15347,36.08522,1978,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1978-07-12,1978,TZA-008029,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114401-3,MESERANI COGI,Northern Zone,Arusha,Monduli,Monduli DC,Meserani,Meserani Juu,Dispensary,Faith Based Organization (FBO),Operating,-3.4098,36.48698,2019,Very low,213899,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-17,2019,TZA-008030,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
106887-3,OLARASHI,Northern Zone,Arusha,Monduli,Monduli DC,Engutoto,Olarash,Dispensary,LGA,Operating,-3.30075,36.44979,2010,Very low,213899,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2010-03-06,2010,TZA-008031,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
