"facility_code","service_category","service_group","service_detail"
"528988-9","clinical_services","Clinical Services","Physiatry"
"528988-9","clinical_services","Clinical Services","Physiotherapy"
"528988-9","clinical_services","Clinical Services","Plastic Surgery"
"528988-9","clinical_services","Clinical Services","Post Natal Care"
"528988-9","clinical_services","Clinical Services","Psychometric Assessments"
"528988-9","clinical_services","Clinical Services","Radiography"
"528988-9","clinical_services","Clinical Services","Rehab and Fitness Gymnasium"
"528988-9","clinical_services","Clinical Services","Rehabilitation"
"528988-9","clinical_services","Clinical Services","Routine HIV Testing"
"528988-9","clinical_services","Clinical Services","School Education"
"528988-9","clinical_services","Clinical Services","School Health"
"528988-9","clinical_services","Clinical Services","See And Treat"
"528988-9","clinical_services","Clinical Services","Sexual Reproductive Health"
"528988-9","clinical_services","Clinical Services","Social Protection Services"
"528988-9","clinical_services","Clinical Services","Social Welfare"
"528988-9","clinical_services","Clinical Services","Social Work"
"528988-9","clinical_services","Clinical Services","Specialist Physician"
"528988-9","clinical_services","Clinical Services","Speech Therapy"
"528988-9","clinical_services","Clinical Services","Sports And Occupational Medicine"
"528988-9","clinical_services","Clinical Services","Thoracic Surgery"
"528988-9","clinical_services","Clinical Services","Travel Medicine"
"528988-9","clinical_services","Clinical Services","Treadmill Test"
"528988-9","clinical_services","Clinical Services","Tuberculosis"
"528988-9","clinical_services","Clinical Services","Ultrasound Scan"
"528988-9","clinical_services","Clinical Services","Urology"
"528988-9","clinical_services","Clinical Services","Vascular Surgery"
"528988-9","clinical_services","Clinical Services","Woman Wellness"
"528988-9","clinical_services","Clinical Services","X-Ray"
"528988-9","clinical_services","Clinical Services","Youth Friendly Services"
"528988-9","infrastructure","Infrastructure","Electricity"
"528988-9","infrastructure","Infrastructure","Toilets"
"528988-9","infrastructure","Infrastructure","Running Water"
"528988-9","infrastructure","Infrastructure","Internet"
"528988-9","infrastructure","Infrastructure","Laboratory"
"528988-9","infrastructure","Infrastructure","Pharmacy"
"528988-9","infrastructure","Infrastructure","Public Wi-fi"
"528988-9","infrastructure","Infrastructure","Cafeteria"
"528988-9","infrastructure","Infrastructure","Bed Capacity (qty: 59)"
"528988-9","infrastructure","Infrastructure","Backup generator (qty: 2)"
"528988-9","infrastructure","Infrastructure","Coldrooms (qty: 3)"
"528988-9","infrastructure","Infrastructure","Washing Machines (qty: 3)"
"528988-9","infrastructure","Infrastructure","Dryer (qty: 3)"
"528988-9","infrastructure","Infrastructure","Sewerage pump (qty: 2)"
"528988-9","infrastructure","Infrastructure","Stoves (qty: 4)"
"528988-9","infrastructure","Infrastructure","water tanks (qty: 10)"
"528988-9","staff","Staff","Doctors (qty: 5)"
"528988-9","staff","Staff","Family Physician (qty: 1)"
"528988-9","staff","Staff","Anaesthesiologist (qty: 2)"
"528988-9","staff","Staff","Registered Nurse (qty: 19)"
"528988-9","staff","Staff","Dietecian (qty: 1)"
"528988-9","staff","Staff","Gastroenterologist (qty: 1)"
"528988-9","staff","Staff","General Surgeon (qty: 2)"
"528988-9","staff","Staff","Gynaecologist (qty: 2)"
"528988-9","staff","Staff","Laboratory Scientist (qty: 2)"
"528988-9","staff","Staff","Maxilofacial Surgeon (qty: 1)"
"528988-9","staff","Staff","Midwifery (qty: 9)"
"528988-9","staff","Staff","Ophthalmology (qty: 1)"
"528988-9","staff","Staff","Pharmacists (qty: 2)"
"528988-9","staff","Staff","Orthopedic Surgeon (qty: 2)"
"528988-9","infrastructure","Infrastructure","Ambulances (qty: 1)"
"528988-9","staff","Staff","Radilogist (qty: 1)"
"528988-9","infrastructure","Infrastructure","Vehicles (qty: 8)"
"528988-9","staff","Staff","Pharmacy Technician (qty: 3)"
"528988-9","staff","Staff","General Practictioner (qty: 5)"
"528988-9","staff","Staff","Health Auxiliary (qty: 25)"
"989336-3","clinical_services","Clinical Services","Ambulance Service"
"989336-3","clinical_services","Clinical Services","Ante Natal Care"
"989336-3","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"989336-3","clinical_services","Clinical Services","Cancer Screening"
"989336-3","clinical_services","Clinical Services","Cervical Cancer Screening"
"989336-3","clinical_services","Clinical Services","Child Welfare Clinic"
"989336-3","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"989336-3","clinical_services","Clinical Services","Condom Distribution"
"989336-3","clinical_services","Clinical Services","Dispensary"
"989336-3","clinical_services","Clinical Services","Domiciliary"
"989336-3","clinical_services","Clinical Services","Dressings And Injection"
"989336-3","clinical_services","Clinical Services","General Consultation"
"989336-3","clinical_services","Clinical Services","General Counselling"
"989336-3","clinical_services","Clinical Services","HIV Testing and Counselling"
"989336-3","clinical_services","Clinical Services","Home Visits"
"989336-3","clinical_services","Clinical Services","Immunization"
"989336-3","clinical_services","Clinical Services","Mobile Outreach"
"989336-3","clinical_services","Clinical Services","Outpatient Department"
"989336-3","clinical_services","Clinical Services","Phlebotomy"
"989336-3","clinical_services","Clinical Services","Post Natal Care"
"989336-3","clinical_services","Clinical Services","Primary Health Care"
"989336-3","clinical_services","Clinical Services","Routine HIV Testing"
"989336-3","clinical_services","Clinical Services","School Health"
"989336-3","clinical_services","Clinical Services","See And Treat"
"989336-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"989336-3","clinical_services","Clinical Services","Tuberculosis"
"989336-3","infrastructure","Infrastructure","Electricity"
"989336-3","infrastructure","Infrastructure","Toilets"
"989336-3","infrastructure","Infrastructure","Running Water"
"989336-3","infrastructure","Infrastructure","Stoves (qty: 1)"
"989336-3","infrastructure","Infrastructure","Ambulances (qty: 1)"
"989336-3","staff","Staff","PRN (qty: 2)"
"989336-3","staff","Staff","Health  Assistant (qty: 3)"
"807112-8","clinical_services","Clinical Services","Accident And Emergency"
"807112-8","clinical_services","Clinical Services","Inpatient Care Services"
"807112-8","clinical_services","Clinical Services","Social Work"
"807112-8","clinical_services","Clinical Services","Non Communicable Diseases Clinic"
"807112-8","clinical_services","Clinical Services","School Health"
"807112-8","clinical_services","Clinical Services","Cancer Screening"
"807112-8","clinical_services","Clinical Services","Consultant Physician"
"807112-8","infrastructure","Infrastructure","Electricity"
"807112-8","infrastructure","Infrastructure","Toilets"
"807112-8","infrastructure","Infrastructure","Running Water"
"807112-8","infrastructure","Infrastructure","Pharmacy"
"807112-8","infrastructure","Infrastructure","Public Wi-fi"
"402141-6","clinical_services","Clinical Services","General Practice"
"402141-6","clinical_services","Clinical Services","Dental"
"402141-6","infrastructure","Infrastructure","Internet"
"402141-6","infrastructure","Infrastructure","Public Wi-fi"
"402141-6","staff","Staff","Dental Therapist (qty: 3)"
"402141-6","staff","Staff","General Practictioner (qty: 4)"
"113048-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"113048-3","clinical_services","Clinical Services","Infectious Disease Control Centre"
"113048-3","clinical_services","Clinical Services","Ear Nose Throat"
"113048-3","clinical_services","Clinical Services","Ante Natal Care"
"113048-3","clinical_services","Clinical Services","Child Welfare Clinic"
"113048-3","clinical_services","Clinical Services","Post Natal Care"
"113048-3","clinical_services","Clinical Services","Accident And Emergency"
"113048-3","clinical_services","Clinical Services","Multidrug-Resistant Tuberculosis Center"
"113048-3","clinical_services","Clinical Services","Inpatient Care Services"
"113048-3","clinical_services","Clinical Services","Diagnostic"
"113048-3","clinical_services","Clinical Services","Labour And Delivery"
"113048-3","clinical_services","Clinical Services","X-Ray"
"113048-3","clinical_services","Clinical Services","Youth Friendly Services"
"113048-3","clinical_services","Clinical Services","Cross Border Services"
"113048-3","clinical_services","Clinical Services","Oral Health Services"
"113048-3","clinical_services","Clinical Services","Mortuary Services"
"113048-3","clinical_services","Clinical Services","Admissions For General Patients"
"113048-3","clinical_services","Clinical Services","Condom Distribution"
"113048-3","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"113048-3","clinical_services","Clinical Services","Clinical Social Work"
"113048-3","clinical_services","Clinical Services","Emergency Obstetric Care"
"113048-3","clinical_services","Clinical Services","Pediatrics"
"113048-3","clinical_services","Clinical Services","Home Visits"
"113048-3","clinical_services","Clinical Services","Dispensary"
"113048-3","clinical_services","Clinical Services","Immunization"
"113048-3","clinical_services","Clinical Services","Non Communicable Diseases Clinic"
"113048-3","clinical_services","Clinical Services","Failure Clinic"
"113048-3","clinical_services","Clinical Services","Mobile Outreach"
"113048-3","clinical_services","Clinical Services","Loop Electrosurgical excision Procedure"
"113048-3","clinical_services","Clinical Services","Gynaecology"
"113048-3","clinical_services","Clinical Services","Social Protection Services"
"113048-3","clinical_services","Clinical Services","Occupational Therapy"
"113048-3","clinical_services","Clinical Services","Orthopedic"
"113048-3","clinical_services","Clinical Services","Neurology"
"113048-3","clinical_services","Clinical Services","Urology"
"113048-3","clinical_services","Clinical Services","Oncology"
"113048-3","clinical_services","Clinical Services","See And Treat"
"113048-3","clinical_services","Clinical Services","Family Physician Services"
"113048-3","clinical_services","Clinical Services","Phlebotomy"
"113048-3","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
"113048-3","clinical_services","Clinical Services","Routine HIV Testing"
"113048-3","clinical_services","Clinical Services","Oncology"
"113048-3","clinical_services","Clinical Services","Blood Pressure Monitoring"
"113048-3","clinical_services","Clinical Services","Holter"
"113048-3","clinical_services","Clinical Services","Chiropractic"
"113048-3","clinical_services","Clinical Services","Endocrinology"
"113048-3","clinical_services","Clinical Services","Implantology"
"113048-3","clinical_services","Clinical Services","Periordontics"
"113048-3","clinical_services","Clinical Services","Rehabilitation"
"113048-3","clinical_services","Clinical Services","Thoracic Surgery"
